flightnumber,status,departure_airport_icao,departure_airport_iata,departure_airport_name,arrival_scheduledTimeLocal,arrival_actualTimeLocal,arrival_scheduledTimeUtc,arrival_actualTimeUtc,arrival_terminal,aircraft_model,airline_name,arrival_airport_icao
UA 960,Expected,KEWR,EWR,Newark,2022-06-15 09:10:00+02:00,2022-06-15 09:10:00+02:00,2022-06-15 07:10:00+00:00,2022-06-15 07:10:00+00:00,1,Boeing 777,United,EDDF
LH 417,Expected,KIAD,IAD,District of Columbia,2022-06-15 05:45:00+02:00,2022-06-15 05:45:00+02:00,2022-06-15 03:45:00+00:00,2022-06-15 03:45:00+00:00,1,Airbus A330,Lufthansa,EDDF
UA 989,Expected,KIAD,IAD,District of Columbia,2022-06-15 07:20:00+02:00,2022-06-15 07:20:00+02:00,2022-06-15 05:20:00+00:00,2022-06-15 05:20:00+00:00,1,Boeing 777,United,EDDF
LH 419,Expected,KIAD,IAD,District of Columbia,2022-06-15 08:10:00+02:00,2022-06-15 08:10:00+02:00,2022-06-15 06:10:00+00:00,2022-06-15 06:10:00+00:00,1,Boeing 747-200,Lufthansa,EDDF
LH 441,Expected,KIAH,IAH,Houston,2022-06-15 08:20:00+02:00,2022-06-15 08:20:00+02:00,2022-06-15 06:20:00+00:00,2022-06-15 06:20:00+00:00,1,Boeing 747-8,Lufthansa,EDDF
UA 46,Expected,KIAH,IAH,Houston,2022-06-15 11:15:00+02:00,2022-06-15 11:15:00+02:00,2022-06-15 09:15:00+00:00,2022-06-15 09:15:00+00:00,1,Boeing 777-200,United,EDDF
LH 401,Expected,KJFK,JFK,New York,2022-06-15 05:45:00+02:00,2022-06-15 05:45:00+02:00,2022-06-15 03:45:00+00:00,2022-06-15 03:45:00+00:00,1,Boeing 747-100,Lufthansa,EDDF
DL 106,Expected,KJFK,JFK,New York,2022-06-15 09:50:00+02:00,2022-06-15 09:50:00+02:00,2022-06-15 07:50:00+00:00,2022-06-15 07:50:00+00:00,2,Airbus A330-200,Delta Air Lines,EDDF
SQ 25,Expected,KJFK,JFK,New York,2022-06-15 10:40:00+02:00,2022-06-15 10:40:00+02:00,2022-06-15 08:40:00+00:00,2022-06-15 08:40:00+00:00,1,Airbus A380-800,Singapore,EDDF
LH 405,Expected,KJFK,JFK,New York,2022-06-15 11:50:00+02:00,2022-06-15 11:50:00+02:00,2022-06-15 09:50:00+00:00,2022-06-15 09:50:00+00:00,1,Airbus A340-300,Lufthansa,EDDF
DE 2063,Expected,KLAS,LAS,Las Vegas,2022-06-15 10:30:00+02:00,2022-06-15 10:30:00+02:00,2022-06-15 08:30:00+00:00,2022-06-15 08:30:00+00:00,1,Boeing 767-300,Condor,EDDF
LH 457,Expected,KLAX,LAX,Los Angeles,2022-06-15 10:50:00+02:00,2022-06-15 10:50:00+02:00,2022-06-15 08:50:00+00:00,2022-06-15 08:50:00+00:00,1,Boeing 747-8,Lufthansa,EDDF
LH 463,Expected,KMIA,MIA,Miami,2022-06-15 07:55:00+02:00,2022-06-15 07:55:00+02:00,2022-06-15 05:55:00+00:00,2022-06-15 05:55:00+00:00,1,Boeing 747,Lufthansa,EDDF
LH 431,Expected,KORD,ORD,Chicago,2022-06-15 07:20:00+02:00,2022-06-15 07:20:00+02:00,2022-06-15 05:20:00+00:00,2022-06-15 05:20:00+00:00,1,Boeing 747-8,Lufthansa,EDDF
UA 907,Expected,KORD,ORD,Chicago,2022-06-15 09:45:00+02:00,2022-06-15 09:45:00+02:00,2022-06-15 07:45:00+00:00,2022-06-15 07:45:00+00:00,1,Boeing 787-10,United,EDDF
LH 427,Expected,KPHL,PHL,Philadelphia,2022-06-15 07:30:00+02:00,2022-06-15 07:30:00+02:00,2022-06-15 05:30:00+00:00,2022-06-15 05:30:00+00:00,1,Airbus A330-300,Lufthansa,EDDF
LH 491,Expected,KSEA,SEA,Seattle,2022-06-15 09:35:00+02:00,2022-06-15 09:35:00+02:00,2022-06-15 07:35:00+00:00,2022-06-15 07:35:00+00:00,1,Airbus A330,Lufthansa,EDDF
LH 455,Expected,KSFO,SFO,San Francisco,2022-06-15 10:30:00+02:00,2022-06-15 10:30:00+02:00,2022-06-15 08:30:00+00:00,2022-06-15 08:30:00+00:00,1,Boeing 747-200,Lufthansa,EDDF
NZ 4221,Expected,KSFO,SFO,San Francisco,2022-06-15 10:30:00+02:00,2022-06-15 10:30:00+02:00,2022-06-15 08:30:00+00:00,2022-06-15 08:30:00+00:00,1,Boeing 747-200,Air New Zealand,EDDF
OS 7326,Expected,KSFO,SFO,San Francisco,2022-06-15 10:30:00+02:00,2022-06-15 10:30:00+02:00,2022-06-15 08:30:00+00:00,2022-06-15 08:30:00+00:00,1,Boeing 747-200,Austrian,EDDF
SN 7249,Expected,KSFO,SFO,San Francisco,2022-06-15 10:30:00+02:00,2022-06-15 10:30:00+02:00,2022-06-15 08:30:00+00:00,2022-06-15 08:30:00+00:00,1,Boeing 747-200,Brussels,EDDF
UA 8828,Expected,KSFO,SFO,San Francisco,2022-06-15 10:30:00+02:00,2022-06-15 10:30:00+02:00,2022-06-15 08:30:00+00:00,2022-06-15 08:30:00+00:00,1,Boeing 747-200,United,EDDF
LH 1455,Expected,LATI,TIA,Tirana,2022-06-15 08:55:00+02:00,2022-06-15 08:55:00+02:00,2022-06-15 06:55:00+00:00,2022-06-15 06:55:00+00:00,1,Airbus A319,Lufthansa,EDDF
LH 1429,Expected,LBSF,SOF,Sofia,2022-06-15 07:35:00+02:00,2022-06-15 07:35:00+02:00,2022-06-15 05:35:00+00:00,2022-06-15 05:35:00+00:00,1,Airbus A320,Lufthansa,EDDF
OU 418,Expected,LDDU,DBV,Dubrovnik,2022-06-15 09:30:00+02:00,2022-06-15 09:30:00+02:00,2022-06-15 07:30:00+00:00,2022-06-15 07:30:00+00:00,1,Airbus A319,Croatia,EDDF
LH 1405,Expected,LDZA,ZAG,Zagreb,2022-06-15 08:15:00+02:00,2022-06-15 08:15:00+02:00,2022-06-15 06:15:00+00:00,2022-06-15 06:15:00+00:00,1,Airbus A319,Lufthansa,EDDF
OU 410,Expected,LDZA,ZAG,Zagreb,2022-06-15 09:15:00+02:00,2022-06-15 09:15:00+02:00,2022-06-15 07:15:00+00:00,2022-06-15 07:15:00+00:00,1,Bombardier Dash 8 Q400 / DHC-8-400,Croatia,EDDF
OU 416,Expected,LDZA,ZAG,Zagreb,2022-06-15 10:40:00+02:00,2022-06-15 10:40:00+02:00,2022-06-15 08:40:00+00:00,2022-06-15 08:40:00+00:00,1,Airbus A319,Croatia,EDDF
LH 1147,Expected,LEBB,BIO,Bilbao,2022-06-15 08:55:00+02:00,2022-06-15 08:55:00+02:00,2022-06-15 06:55:00+00:00,2022-06-15 06:55:00+00:00,1,Airbus A320 NEO,Lufthansa,EDDF
LH 1137,Expected,LEBL,BCN,Barcelona,2022-06-15 10:10:00+02:00,2022-06-15 10:10:00+02:00,2022-06-15 08:10:00+00:00,2022-06-15 08:10:00+00:00,1,Airbus A321,Lufthansa,EDDF
LH 1121,Expected,LEMD,MAD,Madrid,2022-06-15 08:40:00+02:00,2022-06-15 08:40:00+02:00,2022-06-15 06:40:00+00:00,2022-06-15 06:40:00+00:00,1,Airbus A320 NEO,Lufthansa,EDDF
OS 7456,Expected,LEMD,MAD,Madrid,2022-06-15 08:40:00+02:00,2022-06-15 08:40:00+02:00,2022-06-15 06:40:00+00:00,2022-06-15 06:40:00+00:00,1,Airbus A320 NEO,Austrian,EDDF
UA 8982,Expected,LEMD,MAD,Madrid,2022-06-15 08:40:00+02:00,2022-06-15 08:40:00+02:00,2022-06-15 06:40:00+00:00,2022-06-15 06:40:00+00:00,1,Airbus A320 NEO,United,EDDF
AM 6902,Expected,LEMD,MAD,Madrid,2022-06-15 09:50:00+02:00,2022-06-15 09:50:00+02:00,2022-06-15 07:50:00+00:00,2022-06-15 07:50:00+00:00,2,Boeing 737-800,Aeromexico,EDDF
CI 9235,Expected,LEMD,MAD,Madrid,2022-06-15 09:50:00+02:00,2022-06-15 09:50:00+02:00,2022-06-15 07:50:00+00:00,2022-06-15 07:50:00+00:00,2,Boeing 737-800,China,EDDF
EY 4343,Expected,LEMD,MAD,Madrid,2022-06-15 09:50:00+02:00,2022-06-15 09:50:00+02:00,2022-06-15 07:50:00+00:00,2022-06-15 07:50:00+00:00,2,Boeing 737-800,Etihad Airways,EDDF
UX 1503,Expected,LEMD,MAD,Madrid,2022-06-15 09:50:00+02:00,2022-06-15 09:50:00+02:00,2022-06-15 07:50:00+00:00,2022-06-15 07:50:00+00:00,2,Boeing 737-800,Air Europa,EDDF
VN 3166,Expected,LEMD,MAD,Madrid,2022-06-15 09:50:00+02:00,2022-06-15 09:50:00+02:00,2022-06-15 07:50:00+00:00,2022-06-15 07:50:00+00:00,2,Boeing 737-800,Vietnam,EDDF
AA 8824,Expected,LEMD,MAD,Madrid,2022-06-15 11:25:00+02:00,2022-06-15 11:25:00+02:00,2022-06-15 09:25:00+00:00,2022-06-15 09:25:00+00:00,2,Bombardier CRJX,American,EDDF
AY 5626,Expected,LEMD,MAD,Madrid,2022-06-15 11:25:00+02:00,2022-06-15 11:25:00+02:00,2022-06-15 09:25:00+00:00,2022-06-15 09:25:00+00:00,2,Bombardier CRJX,Finnair,EDDF
IB 8706,Expected,LEMD,MAD,Madrid,2022-06-15 11:25:00+02:00,2022-06-15 11:25:00+02:00,2022-06-15 09:25:00+00:00,2022-06-15 09:25:00+00:00,2,Bombardier CRJX,Iberia,EDDF
LH 1123,Expected,LEMD,MAD,Madrid,2022-06-15 11:00:00+02:00,2022-06-15 11:00:00+02:00,2022-06-15 09:00:00+00:00,2022-06-15 09:00:00+00:00,1,Airbus A321,Lufthansa,EDDF
OS 7468,Expected,LEMD,MAD,Madrid,2022-06-15 11:00:00+02:00,2022-06-15 11:00:00+02:00,2022-06-15 09:00:00+00:00,2022-06-15 09:00:00+00:00,1,Airbus A321,Austrian,EDDF
UA 9228,Expected,LEMD,MAD,Madrid,2022-06-15 11:00:00+02:00,2022-06-15 11:00:00+02:00,2022-06-15 09:00:00+00:00,2022-06-15 09:00:00+00:00,1,Airbus A321,United,EDDF
4Y 513,Expected,LEPA,PMI,Palma De Mallorca,2022-06-15 10:05:00+02:00,2022-06-15 10:05:00+02:00,2022-06-15 08:05:00+00:00,2022-06-15 08:05:00+00:00,1,Airbus A320,Airbus Transport International,EDDF
DE 1773,Expected,LEPA,PMI,Palma De Mallorca,2022-06-15 10:10:00+02:00,2022-06-15 10:10:00+02:00,2022-06-15 08:10:00+00:00,2022-06-15 08:10:00+00:00,1,Boeing 757-300,Condor,EDDF
DE 1499,Expected,LEPA,PMI,Palma De Mallorca,2022-06-15 11:05:00+02:00,2022-06-15 11:05:00+02:00,2022-06-15 09:05:00+00:00,2022-06-15 09:05:00+00:00,1,Airbus A330-200,Condor,EDDF
X3 2129,Expected,LEPA,PMI,Palma De Mallorca,2022-06-15 11:15:00+02:00,2022-06-15 11:15:00+02:00,2022-06-15 09:15:00+00:00,2022-06-15 09:15:00+00:00,2,Boeing 737-800,TUIfly,EDDF
LH 1095,Expected,LFBO,TLS,Toulouse-Blagnac,2022-06-15 11:50:00+02:00,2022-06-15 11:50:00+02:00,2022-06-15 09:50:00+00:00,2022-06-15 09:50:00+00:00,1,Airbus A319,Lufthansa,EDDF
LH 1091,Expected,LFML,MRS,Marseille,2022-06-15 08:35:00+02:00,2022-06-15 08:35:00+02:00,2022-06-15 06:35:00+00:00,2022-06-15 06:35:00+00:00,1,Airbus A319,Lufthansa,EDDF
LH 1069,Expected,LFMN,NCE,Nice,2022-06-15 08:30:00+02:00,2022-06-15 08:30:00+02:00,2022-06-15 06:30:00+00:00,2022-06-15 06:30:00+00:00,1,Airbus A320 (Sharklets),Lufthansa,EDDF
LH 1059,Expected,LFMN,NCE,Nice,2022-06-15 11:50:00+02:00,2022-06-15 11:50:00+02:00,2022-06-15 09:50:00+00:00,2022-06-15 09:50:00+00:00,1,Airbus A320 NEO,Lufthansa,EDDF
AF 1518,Expected,LFPG,CDG,Paris,2022-06-15 09:00:00+02:00,2022-06-15 09:00:00+02:00,2022-06-15 07:00:00+00:00,2022-06-15 07:00:00+00:00,2,Embraer 190,Air France,EDDF
LH 1051,Expected,LFPG,CDG,Paris,2022-06-15 08:45:00+02:00,2022-06-15 08:45:00+02:00,2022-06-15 06:45:00+00:00,2022-06-15 06:45:00+00:00,1,Airbus A321,Lufthansa,EDDF
AF 1618,Expected,LFPG,CDG,Paris,2022-06-15 11:25:00+02:00,2022-06-15 11:25:00+02:00,2022-06-15 09:25:00+00:00,2022-06-15 09:25:00+00:00,2,Embraer 190,Air France,EDDF
LH 1027,Expected,LFPG,CDG,Paris,2022-06-15 10:40:00+02:00,2022-06-15 10:40:00+02:00,2022-06-15 08:40:00+00:00,2022-06-15 08:40:00+00:00,1,Airbus A320,Lufthansa,EDDF
LH 1029,Expected,LFPG,CDG,Paris,2022-06-15 11:45:00+02:00,2022-06-15 11:45:00+02:00,2022-06-15 09:45:00+00:00,2022-06-15 09:45:00+00:00,1,Airbus A320 (sharklets),Lufthansa,EDDF
A3 1835,Expected,LGAV,ATH,Athens,2022-06-15 09:00:00+02:00,2022-06-15 09:00:00+02:00,2022-06-15 07:00:00+00:00,2022-06-15 07:00:00+00:00,1,Airbus A321,Aegean,EDDF
AC 9201,Expected,LGAV,ATH,Athens,2022-06-15 09:00:00+02:00,2022-06-15 09:00:00+02:00,2022-06-15 07:00:00+00:00,2022-06-15 07:00:00+00:00,1,Airbus A321,Air Canada,EDDF
LG 1530,Expected,LGAV,ATH,Athens,2022-06-15 09:00:00+02:00,2022-06-15 09:00:00+02:00,2022-06-15 07:00:00+00:00,2022-06-15 07:00:00+00:00,1,Airbus A321,Luxair,EDDF
LH 1285,Expected,LGAV,ATH,Athens,2022-06-15 09:00:00+02:00,2022-06-15 09:00:00+02:00,2022-06-15 07:00:00+00:00,2022-06-15 07:00:00+00:00,1,Airbus A321,Lufthansa,EDDF
TP 7951,Expected,LGAV,ATH,Athens,2022-06-15 09:00:00+02:00,2022-06-15 09:00:00+02:00,2022-06-15 07:00:00+00:00,2022-06-15 07:00:00+00:00,1,Airbus A321,TAP Air Portugal,EDDF
UA 9301,Expected,LGAV,ATH,Athens,2022-06-15 09:00:00+02:00,2022-06-15 09:00:00+02:00,2022-06-15 07:00:00+00:00,2022-06-15 07:00:00+00:00,1,Airbus A321,United,EDDF
A3 830,Expected,LGAV,ATH,Athens,2022-06-15 10:15:00+02:00,2022-06-15 10:15:00+02:00,2022-06-15 08:15:00+00:00,2022-06-15 08:15:00+00:00,1,Airbus A321,Aegean,EDDF
AC 6065,Expected,LGAV,ATH,Athens,2022-06-15 10:15:00+02:00,2022-06-15 10:15:00+02:00,2022-06-15 08:15:00+00:00,2022-06-15 08:15:00+00:00,1,Airbus A321,Air Canada,EDDF
LH 5915,Expected,LGAV,ATH,Athens,2022-06-15 10:15:00+02:00,2022-06-15 10:15:00+02:00,2022-06-15 08:15:00+00:00,2022-06-15 08:15:00+00:00,1,Airbus A321,Lufthansa,EDDF
SQ 2860,Expected,LGAV,ATH,Athens,2022-06-15 10:15:00+02:00,2022-06-15 10:15:00+02:00,2022-06-15 08:15:00+00:00,2022-06-15 08:15:00+00:00,1,Airbus A321,Singapore,EDDF
TP 7438,Expected,LGAV,ATH,Athens,2022-06-15 10:15:00+02:00,2022-06-15 10:15:00+02:00,2022-06-15 08:15:00+00:00,2022-06-15 08:15:00+00:00,1,Airbus A321,TAP Air Portugal,EDDF
DE 1581,Expected,LGKR,CFU,Kerkyra Island,2022-06-15 11:20:00+02:00,2022-06-15 11:20:00+02:00,2022-06-15 09:20:00+00:00,2022-06-15 09:20:00+00:00,1,Airbus A321 (sharklets),Condor,EDDF
DE 1589,Expected,LGSR,JTR,Santorini Island,2022-06-15 11:15:00+02:00,2022-06-15 11:15:00+02:00,2022-06-15 09:15:00+00:00,2022-06-15 09:15:00+00:00,1,Airbus A320,Condor,EDDF
AC 9023,Expected,LHBP,BUD,Budapest,2022-06-15 08:15:00+02:00,2022-06-15 08:15:00+02:00,2022-06-15 06:15:00+00:00,2022-06-15 06:15:00+00:00,1,Airbus A321,Air Canada,EDDF
EY 3766,Expected,LHBP,BUD,Budapest,2022-06-15 08:15:00+02:00,2022-06-15 08:15:00+02:00,2022-06-15 06:15:00+00:00,2022-06-15 06:15:00+00:00,1,Airbus A321,Etihad Airways,EDDF
LH 1343,Expected,LHBP,BUD,Budapest,2022-06-15 08:15:00+02:00,2022-06-15 08:15:00+02:00,2022-06-15 06:15:00+00:00,2022-06-15 06:15:00+00:00,1,Airbus A321,Lufthansa,EDDF
SN 7148,Expected,LHBP,BUD,Budapest,2022-06-15 08:15:00+02:00,2022-06-15 08:15:00+02:00,2022-06-15 06:15:00+00:00,2022-06-15 06:15:00+00:00,1,Airbus A321,Brussels,EDDF
TP 7967,Expected,LHBP,BUD,Budapest,2022-06-15 08:15:00+02:00,2022-06-15 08:15:00+02:00,2022-06-15 06:15:00+00:00,2022-06-15 06:15:00+00:00,1,Airbus A321,TAP Air Portugal,EDDF
UA 9023,Expected,LHBP,BUD,Budapest,2022-06-15 08:15:00+02:00,2022-06-15 08:15:00+02:00,2022-06-15 06:15:00+00:00,2022-06-15 06:15:00+00:00,1,Airbus A321,United,EDDF
AC 9333,Expected,LHBP,BUD,Budapest,2022-06-15 11:15:00+02:00,2022-06-15 11:15:00+02:00,2022-06-15 09:15:00+00:00,2022-06-15 09:15:00+00:00,1,Airbus A321,Air Canada,EDDF
LH 1335,Expected,LHBP,BUD,Budapest,2022-06-15 11:15:00+02:00,2022-06-15 11:15:00+02:00,2022-06-15 09:15:00+00:00,2022-06-15 09:15:00+00:00,1,Airbus A321,Lufthansa,EDDF
SK 3559,Expected,LHBP,BUD,Budapest,2022-06-15 11:15:00+02:00,2022-06-15 11:15:00+02:00,2022-06-15 09:15:00+00:00,2022-06-15 09:15:00+00:00,1,Airbus A321,SAS,EDDF
SN 7140,Expected,LHBP,BUD,Budapest,2022-06-15 11:15:00+02:00,2022-06-15 11:15:00+02:00,2022-06-15 09:15:00+00:00,2022-06-15 09:15:00+00:00,1,Airbus A321,Brussels,EDDF
SQ 2141,Expected,LHBP,BUD,Budapest,2022-06-15 11:15:00+02:00,2022-06-15 11:15:00+02:00,2022-06-15 09:15:00+00:00,2022-06-15 09:15:00+00:00,1,Airbus A321,Singapore,EDDF
TP 7969,Expected,LHBP,BUD,Budapest,2022-06-15 11:15:00+02:00,2022-06-15 11:15:00+02:00,2022-06-15 09:15:00+00:00,2022-06-15 09:15:00+00:00,1,Airbus A321,TAP Air Portugal,EDDF
UA 9221,Expected,LHBP,BUD,Budapest,2022-06-15 11:15:00+02:00,2022-06-15 11:15:00+02:00,2022-06-15 09:15:00+00:00,2022-06-15 09:15:00+00:00,1,Airbus A321,United,EDDF
DE 1809,Expected,LIEO,OLB,Olbia,2022-06-15 10:50:00+02:00,2022-06-15 10:50:00+02:00,2022-06-15 08:50:00+00:00,2022-06-15 08:50:00+00:00,1,Boeing 757-300,Condor,EDDF
LH 247,Expected,LIMC,MXP,Milan,2022-06-15 10:25:00+02:00,2022-06-15 10:25:00+02:00,2022-06-15 08:25:00+00:00,2022-06-15 08:25:00+00:00,1,Airbus A319,Lufthansa,EDDF
EN 8851,Expected,LIMF,TRN,Torino,2022-06-15 07:35:00+02:00,2022-06-15 07:35:00+02:00,2022-06-15 05:35:00+00:00,2022-06-15 05:35:00+00:00,1,Embraer 195,Air Dolomiti,EDDF
EN 8843,Expected,LIMF,TRN,Torino,2022-06-15 11:35:00+02:00,2022-06-15 11:35:00+02:00,2022-06-15 09:35:00+00:00,2022-06-15 09:35:00+00:00,1,Embraer 195,Air Dolomiti,EDDF
AZ 416,Expected,LIML,LIN,Milan,2022-06-15 08:20:00+02:00,2022-06-15 08:20:00+02:00,2022-06-15 06:20:00+00:00,2022-06-15 06:20:00+00:00,2,Bombardier CRJX,Alitalia,EDDF
LH 279,Expected,LIML,LIN,Milan,2022-06-15 08:25:00+02:00,2022-06-15 08:25:00+02:00,2022-06-15 06:25:00+00:00,2022-06-15 06:25:00+00:00,1,Airbus A321 (Sharklets),Lufthansa,EDDF
LH 271,Expected,LIML,LIN,Milan,2022-06-15 11:55:00+02:00,2022-06-15 11:55:00+02:00,2022-06-15 09:55:00+00:00,2022-06-15 09:55:00+00:00,1,Airbus A320 NEO,Lufthansa,EDDF
LH 333,Expected,LIPZ,VCE,Venice,2022-06-15 07:55:00+02:00,2022-06-15 07:55:00+02:00,2022-06-15 05:55:00+00:00,2022-06-15 05:55:00+00:00,1,Airbus A320 (Sharklets),Lufthansa,EDDF
LH 243,Expected,LIRF,FCO,Rome,2022-06-15 08:55:00+02:00,2022-06-15 08:55:00+02:00,2022-06-15 06:55:00+00:00,2022-06-15 06:55:00+00:00,1,Airbus A321,Lufthansa,EDDF
LH 231,Expected,LIRF,FCO,Rome,2022-06-15 12:00:00+02:00,2022-06-15 12:00:00+02:00,2022-06-15 10:00:00+00:00,2022-06-15 10:00:00+00:00,1,Airbus A320 (sharklets),Lufthansa,EDDF
LH 337,Expected,LIRN,NAP,Nápoli,2022-06-15 08:45:00+02:00,2022-06-15 08:45:00+02:00,2022-06-15 06:45:00+00:00,2022-06-15 06:45:00+00:00,1,Airbus A320 (Sharklets),Lufthansa,EDDF
EN 8871,Expected,LIRP,PSA,Pisa,2022-06-15 11:50:00+02:00,2022-06-15 11:50:00+02:00,2022-06-15 09:50:00+00:00,2022-06-15 09:50:00+00:00,1,Embraer 195,Air Dolomiti,EDDF
EN 8861,Expected,LIRQ,FLR,Firenze,2022-06-15 07:55:00+02:00,2022-06-15 07:55:00+02:00,2022-06-15 05:55:00+00:00,2022-06-15 05:55:00+00:00,1,Embraer 195,Air Dolomiti,EDDF
LH 1461,Expected,LJLJ,LJU,Ljubljana,2022-06-15 08:30:00+02:00,2022-06-15 08:30:00+02:00,2022-06-15 06:30:00+00:00,2022-06-15 06:30:00+00:00,1,Canadair CRJ 900NG,Lufthansa,EDDF
AC 9129,Expected,LKPR,PRG,Prague,2022-06-15 07:10:00+02:00,2022-06-15 07:10:00+02:00,2022-06-15 05:10:00+00:00,2022-06-15 05:10:00+00:00,1,Airbus A321,Air Canada,EDDF
EY 3769,Expected,LKPR,PRG,Prague,2022-06-15 07:10:00+02:00,2022-06-15 07:10:00+02:00,2022-06-15 05:10:00+00:00,2022-06-15 05:10:00+00:00,1,Airbus A321,Etihad Airways,EDDF
LG 1476,Expected,LKPR,PRG,Prague,2022-06-15 07:10:00+02:00,2022-06-15 07:10:00+02:00,2022-06-15 05:10:00+00:00,2022-06-15 05:10:00+00:00,1,Airbus A321,Luxair,EDDF
LH 1403,Expected,LKPR,PRG,Prague,2022-06-15 07:10:00+02:00,2022-06-15 07:10:00+02:00,2022-06-15 05:10:00+00:00,2022-06-15 05:10:00+00:00,1,Airbus A321,Lufthansa,EDDF
NH 6196,Expected,LKPR,PRG,Prague,2022-06-15 07:10:00+02:00,2022-06-15 07:10:00+02:00,2022-06-15 05:10:00+00:00,2022-06-15 05:10:00+00:00,1,Airbus A321,ANA,EDDF
SQ 2085,Expected,LKPR,PRG,Prague,2022-06-15 07:10:00+02:00,2022-06-15 07:10:00+02:00,2022-06-15 05:10:00+00:00,2022-06-15 05:10:00+00:00,1,Airbus A321,Singapore,EDDF
TP 7929,Expected,LKPR,PRG,Prague,2022-06-15 07:10:00+02:00,2022-06-15 07:10:00+02:00,2022-06-15 05:10:00+00:00,2022-06-15 05:10:00+00:00,1,Airbus A321,TAP Air Portugal,EDDF
UA 8734,Expected,LKPR,PRG,Prague,2022-06-15 07:10:00+02:00,2022-06-15 07:10:00+02:00,2022-06-15 05:10:00+00:00,2022-06-15 05:10:00+00:00,1,Airbus A321,United,EDDF
WY 5503,Expected,LKPR,PRG,Prague,2022-06-15 07:10:00+02:00,2022-06-15 07:10:00+02:00,2022-06-15 05:10:00+00:00,2022-06-15 05:10:00+00:00,1,Airbus A321,Oman Air,EDDF
AC 9287,Expected,LKPR,PRG,Prague,2022-06-15 11:15:00+02:00,2022-06-15 11:15:00+02:00,2022-06-15 09:15:00+00:00,2022-06-15 09:15:00+00:00,1,Airbus A320 (sharklets),Air Canada,EDDF
LG 1480,Expected,LKPR,PRG,Prague,2022-06-15 11:15:00+02:00,2022-06-15 11:15:00+02:00,2022-06-15 09:15:00+00:00,2022-06-15 09:15:00+00:00,1,Airbus A320 (sharklets),Luxair,EDDF
LH 1393,Expected,LKPR,PRG,Prague,2022-06-15 11:15:00+02:00,2022-06-15 11:15:00+02:00,2022-06-15 09:15:00+00:00,2022-06-15 09:15:00+00:00,1,Airbus A320 (sharklets),Lufthansa,EDDF
SQ 2183,Expected,LKPR,PRG,Prague,2022-06-15 11:15:00+02:00,2022-06-15 11:15:00+02:00,2022-06-15 09:15:00+00:00,2022-06-15 09:15:00+00:00,1,Airbus A320 (sharklets),Singapore,EDDF
TG 7645,Expected,LKPR,PRG,Prague,2022-06-15 11:15:00+02:00,2022-06-15 11:15:00+02:00,2022-06-15 09:15:00+00:00,2022-06-15 09:15:00+00:00,1,Airbus A320 (sharklets),Thai Airways International,EDDF
TP 7933,Expected,LKPR,PRG,Prague,2022-06-15 11:15:00+02:00,2022-06-15 11:15:00+02:00,2022-06-15 09:15:00+00:00,2022-06-15 09:15:00+00:00,1,Airbus A320 (sharklets),TAP Air Portugal,EDDF
UA 9061,Expected,LKPR,PRG,Prague,2022-06-15 11:15:00+02:00,2022-06-15 11:15:00+02:00,2022-06-15 09:15:00+00:00,2022-06-15 09:15:00+00:00,1,Airbus A320 (sharklets),United,EDDF
LH 691,Expected,LLBG,TLV,Tel Aviv Yafo,2022-06-15 08:20:00+02:00,2022-06-15 08:20:00+02:00,2022-06-15 06:20:00+00:00,2022-06-15 06:20:00+00:00,1,Airbus A321 NEO,Lufthansa,EDDF
LY 357,Expected,LLBG,TLV,Tel Aviv Yafo,2022-06-15 09:40:00+02:00,2022-06-15 09:40:00+02:00,2022-06-15 07:40:00+00:00,2022-06-15 07:40:00+00:00,1,Boeing 737-800,El Al,EDDF
LH 695,Expected,LLBG,TLV,Tel Aviv Yafo,2022-06-15 11:30:00+02:00,2022-06-15 11:30:00+02:00,2022-06-15 09:30:00+00:00,2022-06-15 09:30:00+00:00,1,Airbus A321 NEO,Lufthansa,EDDF
LH 1267,Expected,LOWG,GRZ,Graz,2022-06-15 07:45:00+02:00,2022-06-15 07:45:00+02:00,2022-06-15 05:45:00+00:00,2022-06-15 05:45:00+00:00,1,Airbus A319,Lufthansa,EDDF
EN 8061,Expected,LOWG,GRZ,Graz,2022-06-15 11:45:00+02:00,2022-06-15 11:45:00+02:00,2022-06-15 09:45:00+00:00,2022-06-15 09:45:00+00:00,1,Embraer 195,Air Dolomiti,EDDF
EN 8057,Expected,LOWI,INN,Innsbruck,2022-06-15 07:40:00+02:00,2022-06-15 07:40:00+02:00,2022-06-15 05:40:00+00:00,2022-06-15 05:40:00+00:00,1,Embraer 195,Air Dolomiti,EDDF
EN 8051,Expected,LOWI,INN,Innsbruck,2022-06-15 11:45:00+02:00,2022-06-15 11:45:00+02:00,2022-06-15 09:45:00+00:00,2022-06-15 09:45:00+00:00,1,Embraer 195,Air Dolomiti,EDDF
EN 8047,Expected,LOWL,LNZ,Linz,2022-06-15 07:15:00+02:00,2022-06-15 07:15:00+02:00,2022-06-15 05:15:00+00:00,2022-06-15 05:15:00+00:00,1,Embraer 195,Air Dolomiti,EDDF
